dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
0.001072,udp,dns,CON,2,2,146,178,2798.507427,31,29,544776.125,664179.125,0,0,0.011,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,4,1,1,1,0,0,0,4,1,0,0
0.211874,tcp,-,FIN,10,6,572,268,70.796797,254,252,19445.51953,8457.857422,2,1,23.112778,41.235602,1158.822004,67.807805,255,875985261,1771284695,255,0.051566,0.005693,0.045873,57,45,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.709597,tcp,-,FIN,10,6,994,268,21.138759,254,252,10090.23438,2525.377197,2,1,73.194556,122.371398,3654.729442,174.641437,255,1531832989,3393172876,255,0.185261,0.097731,0.08753,99,45,0,0,4,1,2,1,1,5,0,0,0,2,4,0,0
1e-06,rsvp,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,1
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,5,10,0,1
0.546607,tcp,ftp-data,FIN,6,8,320,1930,23.783083,31,29,3907.743408,24719.76953,1,2,109.26,78.019289,7716.340314,190.754391,255,3391867036,3695960875,255,0.000602,0.000468,0.000134,53,241,0,0,7,0,3,1,1,1,0,0,0,1,6,0,0
0.384993,tcp,-,FIN,10,6,484,268,38.961749,254,252,9059.905273,4654.630371,2,1,40.366222,62.803199,2277.441568,87.296992,255,1531153726,493841301,255,0.107808,0.07097,0.036838,48,45,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
4e-06,unas,-,INT,2,0,200,0,250000.0006,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,15,2,6,6,6,6,0,0,0,11,15,0,1
0.002337,udp,dns,CON,2,2,146,178,1283.696993,31,29,249893.0156,304664.0938,0,0,0.004,0.004,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,3,1,1,0,0,0,7,2,0,0
0.998172,tcp,-,FIN,10,8,564,354,17.031133,254,252,4071.442627,2484.541748,2,1,110.895111,132.760719,7239.981344,192.696078,255,2157140568,958385491,255,0.11272,0.068846,0.043874,56,44,0,0,2,1,1,1,1,1,0,0,0,1,1,0,1
0.203767,tcp,http,FIN,10,6,1010,268,73.613489,254,252,35687.82031,8794.358398,2,1,20.503,38.979398,1073.913736,62.862,255,2732072145,1578861344,255,0.05563,0.008836,0.046794,101,45,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1
1.543831,tcp,ftp,FIN,24,14,17476,768,23.966354,254,252,86786.70313,3699.886963,9,4,65.529655,103.823922,4514.733105,146.162313,255,3223784739,1692645170,255,0.284982,0.194111,0.090871,728,55,0,0,2,1,2,1,1,2,0,0,0,1,2,0,0
52.607918,tcp,http,FIN,20,16,1644,2620,0.665299,62,252,237.530792,373.631958,4,6,2768.837684,3505.09875,371138.5773,12758.855,255,816941299,2771443132,255,0.094631,0.029608,0.065023,82,164,1,243,7,1,3,3,3,7,0,0,6,3,7,0,0
0.009935,tcp,-,FIN,36,38,2334,16290,7347.760458,31,29,1827881.25,12772622.0,7,12,0.29097,0.255162,17.420281,16.015543,255,3680517746,3680768131,255,0.000612,0.000486,0.000126,65,429,0,0,3,0,4,1,1,1,0,0,0,4,9,0,0
1.2e-05,udp,-,INT,2,0,1996,0,83333.33039,254,0,665333312.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,998,0,0,0,3,2,1,1,1,2,0,0,0,2,3,0,0
0.015246,tcp,-,FIN,46,48,2854,30622,6099.960589,31,29,1465040.0,15733963.0,7,17,0.338295,0.312851,18.781291,17.839367,255,4206206885,2067133175,255,0.000679,0.000535,0.000144,62,638,0,0,9,0,6,1,1,1,0,0,0,4,5,0,0
0.019967,tcp,-,FIN,16,18,1540,1644,1652.727077,31,29,578554.625,622226.6875,4,4,1.310133,1.131529,79.657008,2.489565,255,243328534,248076407,255,0.000861,0.000727,0.000134,96,91,0,0,9,0,6,5,1,5,0,0,0,10,11,0,0
0.036819,tcp,-,FIN,50,50,3062,32368,2688.829152,31,29,652054.625,6892311.0,7,18,0.744959,0.72651,50.165522,1.478781,255,72244562,2222433447,255,0.001384,0.00121,0.000174,61,647,0,0,6,0,6,1,1,1,0,0,0,5,6,0,0
0.630306,tcp,-,FIN,10,8,564,354,26.971027,254,252,6447.662109,3934.596924,2,1,68.879222,89.14457,5439.130111,137.959672,255,224968776,1527918230,255,0.050612,0.006285,0.044327,56,44,0,0,1,1,1,1,1,1,0,0,0,1,2,0,1
0.066969,tcp,-,FIN,22,14,1470,1728,522.629875,31,29,167719.3906,191730.5,5,4,3.189,5.098846,363.288071,13.91532,255,698682812,2844308633,255,0.000688,0.000532,0.000156,67,123,0,0,1,0,2,1,1,1,0,0,0,3,3,0,0
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,17,17,17,0,0,0,17,17,0,1
0.699526,tcp,-,FIN,10,6,756,268,21.443091,254,252,7788.130859,2561.734619,2,1,71.299778,104.023,4091.561927,135.342719,255,1365385171,932088888,255,0.280899,0.179401,0.101498,76,45,0,0,4,1,2,2,1,2,0,0,0,2,5,0,1
0.001066,udp,dns,CON,2,2,146,178,2814.258996,31,29,547842.4375,667917.4375,0,0,0.012,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,8,1,1,2,0,0,0,6,3,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,11,11,11,29,0,0,0,12,29,0,1
2.096169,tcp,ftp,FIN,14,12,1716,682,11.926519,254,252,6083.479004,2389.120361,4,4,159.102236,179.638547,8938.311869,235.921141,255,3072532050,565227779,255,0.254466,0.120141,0.134325,123,57,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1
0.046854,tcp,-,FIN,84,86,4862,77276,3606.949205,31,29,820420.875,13041021.0,7,36,0.560699,0.544741,31.613363,32.374121,255,3754008456,3783103226,255,0.000667,0.000541,0.000126,58,899,0,0,7,0,6,1,1,1,0,0,0,3,16,0,0
0.981649,tcp,-,FIN,12,8,990,738,19.355187,254,252,7399.793945,5264.61084,3,2,87.61682,125.319711,4589.204548,183.985234,255,2702751074,2567621496,255,0.207217,0.104407,0.10281,83,92,0,0,2,1,1,1,1,2,0,0,0,1,2,0,1
1.2e-05,udp,-,INT,2,0,168,0,83333.33039,254,0,56000000.0,0.0,0,0,0.012,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,2,0,1
0.458274,tcp,-,FIN,10,6,574,268,32.731509,254,252,9025.167969,3910.324219,2,1,47.465111,71.163797,2637.26155,96.519398,255,2366863789,2375858917,255,0.194169,0.102449,0.09172,57,45,0,0,3,1,2,2,1,3,0,0,0,3,3,0,0
4e-06,udp,-,INT,2,0,1994,0,250000.0006,254,0,1994000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,997,0,0,0,24,2,5,5,1,24,0,0,0,5,24,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,7,7,4,7,0,0,0,7,10,0,1
1.255791,tcp,http,FIN,14,18,1684,10168,24.685637,31,29,9963.441406,61182.15625,3,5,96.572305,73.834647,9502.149187,8319.536721,255,195614437,2372714733,255,0.000768,0.000595,0.000173,120,565,0,0,3,0,2,1,1,1,0,0,0,3,2,0,0
0.321983,tcp,-,FIN,10,6,2530,268,46.586309,254,252,56574.41406,5565.51123,2,1,33.968778,52.107199,1893.860844,86.305883,255,3422753091,3751580566,255,0.131569,0.061437,0.070132,253,45,0,0,10,1,2,2,1,2,0,0,0,2,10,0,1
0.208367,tcp,-,FIN,14,6,7122,268,91.185262,254,252,253936.5625,8600.209961,4,1,14.173385,35.081398,891.732303,51.128598,255,656538656,2062420779,255,0.064498,0.032949,0.031549,509,45,0,0,1,1,5,1,1,1,0,0,0,1,1,0,1
0.019275,tcp,-,FIN,16,18,1540,1644,1712.062228,31,29,599325.5625,644565.5,4,4,1.2612,1.105765,77.780727,2.109103,255,1464997433,1470130993,255,0.000596,0.000473,0.000123,96,91,0,0,8,0,9,6,1,6,0,0,0,8,15,0,0
0.949902,tcp,http,FIN,10,8,1228,354,17.896583,254,252,9314.645508,2610.795654,2,1,105.446778,116.988141,5498.533482,204.752047,255,2395817841,4176904019,255,0.261018,0.130977,0.130041,123,44,1,0,1,1,1,1,1,1,0,0,1,2,1,0,1
4e-06,skip,-,INT,2,0,200,0,90909.0902,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,14,2,6,6,6,6,0,0,0,6,14,0,1
0.157427,tcp,-,FIN,12,6,4468,268,107.98656,62,252,208147.2656,11383.05371,3,1,13.503364,29.836,838.963315,46.650875,255,3582832797,886517266,255,0.032358,0.008243,0.024115,372,45,0,0,2,1,1,1,1,1,0,0,0,2,1,0,1
0.608431,tcp,-,CON,6,2,998,86,11.505003,62,252,10939.61426,565.388672,2,1,121.6862,0.002,6122.988082,0.0,255,113175835,1273700762,255,0.339205,0.146978,0.192227,166,43,0,0,2,3,1,1,1,2,0,0,0,1,2,0,0
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,25,25,25,30,0,0,0,25,30,0,1
0.046461,tcp,ftp-data,FIN,6,8,320,1890,279.804561,31,29,45974.04297,284798.0,1,2,9.226,6.558571,641.719117,15.725675,255,1207478806,3817868637,255,0.000738,0.000547,0.000191,53,236,0,0,3,0,1,1,1,1,0,0,0,3,3,0,0
15.328777,tcp,-,REQ,10,0,450,0,0.587131,254,0,211.367157,0.0,9,0,1703.1975,0.0,3444.5785,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,27,6,20,2,2,25,0,0,0,22,25,0,0
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,27,2,22,21,21,27,0,0,0,21,27,0,1
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,7,2,4,4,4,4,0,0,0,4,7,0,1
6e-06,visa,-,INT,2,0,200,0,166666.6608,254,0,133333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,12,2,6,6,6,6,0,0,0,6,12,0,1
9e-06,xtp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,4,2,1,1,1,4,0,0,0,2,4,0,1
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,47,2,47,47,10,47,0,0,0,47,47,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,22,22,22,33,0,0,0,22,33,0,1
0.069986,tcp,-,FIN,60,62,3598,46036,1728.917196,31,29,404538.0313,5177492.5,7,24,1.18039,1.136852,73.320685,71.796532,255,670285187,670630014,255,0.000787,0.000627,0.00016,60,743,0,0,13,0,2,1,1,1,0,0,0,5,12,0,0
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,4,2,2,1,1,1,0,0,0,1,4,0,1
2.035785,tcp,-,FIN,12,10,694,646,10.315431,254,252,2503.211426,2287.078613,2,3,184.992634,214.197672,11648.65809,349.91075,255,2071648658,3645932769,255,0.22048,0.108005,0.112475,58,65,0,0,2,1,2,1,1,2,0,0,0,2,2,0,0
1.1e-05,udp,dns,INT,2,0,114,0,90909.0902,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,5,10,0,1
0.00102,udp,dns,CON,2,2,130,162,2941.176566,31,29,509803.9375,635294.125,0,0,0.011,0.008,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,3,1,1,1,0,0,0,4,3,0,0
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,8,2,1,1,1,1,0,0,0,1,1,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,18,18,18,30,0,0,0,18,30,0,1
0.00116,udp,dns,CON,2,2,132,164,2586.206929,31,29,455172.4063,565517.25,0,0,0.007,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,6,0,9,2,2,7,0,0,0,8,2,0,0
2.069207,tcp,ftp-data,FIN,8,8,364,1572,7.249154,62,252,1233.322754,5319.912598,1,2,295.601,278.721281,21193.2792,605.960063,255,3437269226,79840168,255,0.164608,0.064072,0.100536,46,197,0,0,1,1,2,1,1,2,0,0,0,2,1,0,1
0.001063,udp,dns,CON,2,2,146,178,2822.201463,31,29,549388.5625,669802.5,0,0,0.011,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,2,3,0,0
0.725751,tcp,http,FIN,10,10,804,1260,26.179779,62,252,7980.69873,12500.15527,2,2,80.639,73.121219,5152.555239,116.041672,255,78533001,2198511496,255,0.10519,0.04175,0.06344,80,126,1,180,6,1,1,1,1,5,0,0,1,1,5,0,0
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,24,2,18,18,18,24,0,0,0,19,24,0,1
1.251907,tcp,-,FIN,20,34,1090,26778,42.335413,62,252,6620.300293,166089.0156,6,15,65.889845,35.079636,3292.837314,2460.207387,255,3657816932,2042466456,255,0.142222,0.071412,0.07081,55,788,0,0,1,1,2,1,1,1,0,0,0,1,2,0,1
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,43,2,43,43,25,43,0,0,0,44,43,0,1
6e-06,udp,-,INT,2,0,104,0,166666.6608,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,3,2,3,3,3,3,0,0,0,3,3,0,0
0.228713,tcp,http,FIN,10,10,854,4508,83.073544,62,252,26898.33984,141942.0781,2,3,25.412556,20.596333,1274.661414,1493.624555,255,3689435578,560401941,255,0.060419,0.020018,0.040401,85,451,1,1786,1,1,1,1,1,1,0,0,1,2,1,0,1
0.001044,udp,dns,CON,2,2,146,178,2873.563127,31,29,559386.9375,681992.3125,0,0,0.01,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,2,1,1,1,0,0,0,8,3,0,0
3.321958,tcp,-,FIN,18,18,1020,2526,10.535955,62,252,2321.522461,5746.008789,6,7,195.409294,188.406703,12677.84205,341.638031,255,2606497487,3044992740,255,0.160442,0.077218,0.083224,57,140,0,0,3,1,2,1,1,2,0,0,0,2,3,0,1
0.000959,udp,dns,CON,2,2,146,178,3128.258517,31,29,608967.6875,742440.0,0,0,0.004,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,4,1,1,1,0,0,0,1,2,0,0
1.133873,tcp,ftp,FIN,52,54,2934,3742,92.602965,31,29,20305.625,25914.71875,11,15,22.226137,21.38432,1704.350597,57.618281,255,1798390194,1799346461,255,0.000624,0.000501,0.000123,56,69,0,0,1,0,4,1,1,2,1,1,0,4,1,0,0
0.57464,tcp,http,FIN,60,14,68199,612,127.036063,254,252,933635.0,7921.481445,27,1,9.626474,42.131152,1086.084846,65.133414,255,2801169155,4136526071,255,0.051174,0.026931,0.024243,1137,44,1,0,4,1,2,2,1,2,0,0,1,2,4,0,1
0.565501,tcp,-,FIN,10,6,758,268,26.525153,254,252,9662.229492,3168.871582,2,1,60.293222,99.957,3882.873928,175.527,255,1693515167,1569603084,255,0.10752,0.065708,0.041812,76,45,0,0,10,1,3,2,1,9,0,0,0,2,9,0,0
9e-06,udp,-,INT,2,0,1066,0,111111.1072,254,0,473777760.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,21,2,3,3,1,20,0,0,0,3,20,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,10,2,3,3,3,3,0,0,0,3,10,0,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,41,2,24,24,12,41,0,0,0,24,41,0,1
8e-06,udp,dns,INT,2,0,114,0,125000.0003,254,0,57000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,25,2,25,25,25,25,0,0,0,26,25,0,1
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,34,2,18,18,18,34,0,0,0,18,34,0,1
3.276869,tcp,-,FIN,38,40,1868,6538,23.49804,254,252,4440.824219,15563.63672,16,18,88.564024,82.452693,4422.372898,4303.93798,255,2005933223,3734859955,255,0.100084,0.060427,0.039657,49,163,0,0,2,1,1,1,1,1,0,0,0,1,2,0,1
0.523828,tcp,smtp,FIN,52,40,37496,3276,173.721135,31,29,561634.6875,48794.64063,18,8,10.236019,13.41918,923.056774,30.990195,255,1277639145,3424046081,255,0.000596,0.000475,0.000121,721,82,0,0,1,0,3,1,1,1,0,0,0,8,1,0,0
0.219179,udp,-,CON,4,4,568,304,31.937366,31,29,15548.93457,8321.964844,0,0,68.001664,35.947332,96.156859,50.825895,0,0,0,0,0.0,0.0,0.0,142,76,0,0,12,0,3,1,1,3,0,0,0,10,10,0,0
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,7,7,3,7,0,0,0,7,14,0,1
1.3e-05,udp,-,INT,2,0,2664,0,76923.07779,254,0,819692288.0,0.0,0,0,0.013,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1332,0,0,0,6,2,3,3,1,3,0,0,0,3,5,0,1
0.261036,tcp,http,FIN,10,6,920,268,57.463336,254,252,25375.80859,6864.953125,2,1,26.602333,41.718398,1338.983253,61.35818,255,2864806979,2519133915,255,0.079134,0.052435,0.026699,92,45,1,0,2,1,2,1,1,1,0,0,1,1,1,0,1
0.619713,tcp,-,FIN,10,6,534,268,24.204753,254,252,6209.325684,2891.661133,2,1,66.290333,113.376,3782.135983,193.813813,255,3454944482,2519770738,255,0.122966,0.052832,0.070134,53,45,0,0,5,1,1,1,1,2,0,0,0,3,3,0,0
1.1e-05,udp,-,INT,2,0,168,0,90909.0902,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,8,2,8,8,5,9,0,0,0,8,8,0,1
0.058883,tcp,-,FIN,46,48,2854,30622,1579.403219,31,29,379328.5,4073841.25,7,17,1.300844,1.241723,77.214052,74.787286,255,111594148,2271717206,255,0.000652,0.000518,0.000134,62,638,0,0,7,0,5,1,1,2,0,0,0,3,11,0,0
1.037721,tcp,-,FIN,10,8,546,354,16.382052,254,252,3792.926758,2389.852295,2,1,115.287333,134.492719,6541.501235,203.945734,255,3706131009,1790680908,255,0.162027,0.096263,0.065764,55,44,0,0,5,1,1,2,1,2,0,0,0,2,2,0,0
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,13,2,2,2,2,2,0,0,0,2,13,0,1
0.703297,tcp,http,FIN,10,8,820,1088,24.171864,62,252,8394.746094,10828.99512,2,2,78.144111,92.047289,3933.727379,137.618484,255,2155600548,3616130095,255,0.111502,0.058214,0.053288,82,136,1,142,4,1,3,3,3,4,0,0,9,3,4,0,0
1.110828,tcp,-,FIN,10,8,756,354,15.303899,254,252,4904.449707,2232.568848,2,1,123.425333,128.53143,7559.327474,190.124719,255,2027202474,202598455,255,0.188258,0.131953,0.056305,76,44,0,0,2,1,1,1,1,1,0,0,0,1,3,0,1
0.021661,tcp,smtp,FIN,52,42,37232,3380,4293.430525,31,29,13486358.0,1218780.25,18,8,0.417451,0.515756,22.402482,0.884089,255,917412141,3063875149,255,0.000636,0.000511,0.000125,716,80,0,0,1,0,2,1,1,1,0,0,0,6,2,0,0
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,3,5,0,1
