dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,label
9e-06,unas,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,1,1,1,5,0,0,0,3,5,0,1
1.765423,tcp,ftp,FIN,24,22,1256,1602,25.489641,62,252,5455.916016,6933.182129,7,9,76.75752,82.375098,4160.105943,4566.308131,255,2867941911,698519014,255,0.102899,0.034527,0.068372,52,73,0,0,1,1,3,1,1,2,1,1,0,2,1,0,1
0.813988,tcp,ftp,FIN,12,16,582,7064,33.170023,62,252,5248.234863,65091.87109,3,6,73.998908,51.296199,3718.316206,3211.084819,255,186228344,743692028,255,0.109266,0.04385,0.065416,49,442,0,0,1,1,17,1,1,1,0,0,0,2,1,0,1
0.560424,tcp,-,FIN,10,6,570,268,26.76545,254,252,7323.027344,3197.579102,2,1,62.163889,99.093602,3219.669417,149.198609,255,4249003437,1621140058,255,0.105877,0.064951,0.040926,57,45,0,0,1,1,2,1,1,1,0,0,0,1,2,0,1
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,17,16,16,16,0,0,0,16,16,0,1
0.001729,udp,-,CON,4,4,544,304,4048.582971,31,29,1887796.375,1054945.0,0,0,0.431333,0.230667,0.605755,0.318435,0,0,0,0,0.0,0.0,0.0,136,76,0,0,8,0,5,1,1,4,0,0,0,3,10,0,0
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,17,16,16,16,0,0,0,16,16,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,16,2,16,16,16,16,0,0,0,17,16,0,1
0.731257,tcp,-,FIN,68,106,4380,114238,236.578925,31,29,47217.32422,1237988.75,8,44,10.909508,6.959743,2274.221481,1815.284694,255,3940408796,1806899271,255,0.000609,0.000479,0.00013,64,1078,0,0,8,0,5,2,1,6,0,0,0,2,10,0,0
0.001064,udp,dns,CON,2,2,146,178,2819.548997,31,29,548872.1875,669172.9375,0,0,0.01,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,6,1,1,2,0,0,0,2,1,0,0
0.001022,udp,dns,CON,2,2,130,162,2935.420795,31,29,508806.2813,634050.875,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,1,1,1,3,0,0,0,2,2,0,0
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,0
10.133909,tcp,-,FIN,28,28,4656,2976,5.427323,31,29,3544.5354,2265.660645,7,7,375.317294,389.744656,27987.1599,834.130063,255,964520622,967813806,255,0.000689,0.000542,0.000147,166,106,0,0,5,0,4,1,1,2,0,0,0,3,5,0,0
0.001754,udp,-,CON,4,4,520,304,3990.878066,31,29,1778791.375,1039908.813,0,0,0.446667,0.222,0.624611,0.308302,0,0,0,0,0.0,0.0,0.0,130,76,0,0,11,0,3,1,1,4,0,0,0,5,6,0,0
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,36,2,29,29,17,36,0,0,0,32,36,0,1
0.208636,tcp,http,FIN,10,6,1020,268,71.89555,254,252,35200.0625,8589.12207,2,1,23.085,36.977398,1126.70366,51.917176,255,977247356,3031849813,255,0.043508,0.02374,0.019768,102,45,1,0,1,1,1,1,1,1,0,0,1,1,2,0,1
4e-06,udp,-,INT,2,0,1064,0,250000.0006,254,0,1064000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,13,13,1,34,0,0,0,13,34,0,0
1e-06,unas,-,INT,2,0,200,0,1000000.003,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,11,2,6,4,4,14,0,0,0,6,11,0,1
2.161857,tcp,-,FIN,10,8,564,354,7.86361,254,252,1879.865356,1147.161987,2,1,240.206333,298.755438,14182.98792,506.967594,255,3912457415,493016350,255,0.205077,0.069305,0.135772,56,44,0,0,4,1,1,1,1,1,0,0,0,4,1,0,1
6e-06,tcp,-,REQ,2,0,90,0,166666.6608,254,0,59999996.0,0.0,1,0,0.006,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,15,6,2,1,1,15,0,0,0,2,15,0,0
0.001053,udp,dns,CON,2,2,146,178,2849.002888,31,29,554605.875,676163.375,0,0,0.009,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,2,1,1,0,0,0,4,2,0,0
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,14,2,14,14,14,14,0,0,0,14,14,0,1
0.040667,tcp,-,FIN,92,90,5278,83708,4450.783064,31,29,1027073.5,16284063.0,7,39,0.447967,0.454852,22.555921,22.673417,255,1509451343,3655155226,255,0.00079,0.000632,0.000158,57,930,0,0,3,0,3,1,1,1,0,0,0,1,3,0,0
0.825933,tcp,-,FIN,10,6,856,268,18.16128,254,252,7467.918457,2169.66748,2,1,84.595778,146.179,4416.05991,219.263281,255,2217446125,4178706749,255,0.200024,0.095037,0.104987,86,45,0,0,7,1,1,2,1,4,0,0,0,2,4,0,0
0.272596,tcp,http,FIN,10,8,808,934,62.363351,62,252,21364.95117,24006.2207,2,2,30.288444,37.810285,1480.225856,53.755754,255,2801226965,2429232642,255,0.052124,0.007258,0.044866,81,117,1,52,1,1,1,1,1,1,0,0,1,1,1,0,1
1.208966,tcp,-,FIN,10,8,534,354,14.061603,254,252,3182.885254,2051.3396,2,1,134.315,160.531141,8484.551489,228.938969,255,1289892111,3316813771,255,0.152458,0.085243,0.067215,53,44,0,0,3,1,2,2,2,3,0,0,0,2,3,0,1
9e-06,iatp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,1
0.005887,tcp,-,FIN,18,18,3936,2456,5945.303321,31,29,5052488.5,3152709.5,7,7,0.326824,0.317235,18.541504,0.441103,255,1300381345,1304932266,255,0.000611,0.000491,0.00012,219,136,0,0,3,0,7,1,1,4,0,0,0,3,9,0,0
2.001838,tcp,-,FIN,10,8,564,354,8.492196,254,252,2030.134277,1238.86145,2,1,217.566444,262.825844,14466.64604,363.184531,255,3302207907,30040384,255,0.248464,0.162054,0.08641,56,44,0,0,1,1,1,1,1,1,0,0,0,2,1,0,1
5e-06,udp,dns,INT,2,0,114,0,200000.0051,254,0,91200000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,26,2,18,17,17,26,0,0,0,17,26,0,1
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,17,17,17,32,0,0,0,19,32,0,1
6e-06,udp,dns,INT,2,0,114,0,166666.6608,254,0,76000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,32,2,16,16,16,32,0,0,0,16,32,0,1
0.001022,udp,dns,CON,2,2,130,162,2935.420795,31,29,508806.2813,634050.875,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,4,1,1,1,0,0,0,3,2,0,0
6e-06,udp,-,INT,2,0,168,0,166666.6608,254,0,112000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,3,2,2,1,1,3,0,0,0,1,9,0,1
5e-06,argus,-,INT,2,0,180,0,200000.0051,254,0,144000000.0,0.0,0,0,0.005,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,90,0,0,0,10,2,9,8,8,10,0,0,0,8,10,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,18,2,17,16,16,18,0,0,0,17,18,0,1
0.004541,udp,-,CON,4,4,544,304,1541.510719,31,29,718784.4375,401673.6563,0,0,1.384,1.158,1.94808,1.630589,0,0,0,0,0.0,0.0,0.0,136,76,0,0,5,0,3,1,1,4,0,0,0,5,11,0,0
1e-06,udp,-,INT,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,7,2,1,1,1,7,0,0,0,1,7,0,1
0.941632,tcp,http,FIN,10,12,798,4342,22.301707,62,252,6108.543457,33822.13281,2,3,104.625778,80.401088,5548.834793,6894.203193,255,962740298,1543675150,255,0.246181,0.056645,0.189536,80,362,1,1663,1,1,1,1,1,1,0,0,1,1,1,0,1
0.038905,tcp,-,FIN,90,92,5174,83812,4652.358494,31,29,1052204.125,17046858.0,7,39,0.433663,0.425322,22.751442,22.701533,255,2032164623,2032481057,255,0.000748,0.000617,0.000131,57,911,0,0,6,0,3,1,1,3,0,0,0,4,6,0,0
1e-05,udp,-,INT,2,0,1348,0,100000.0025,254,0,539200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,674,0,0,0,3,2,1,1,1,2,0,0,0,2,2,0,1
0.035837,tcp,-,FIN,68,70,4014,59460,3822.864811,31,29,882886.4375,13083908.0,7,28,0.528045,0.505884,30.719508,30.069744,255,691119789,2851296855,255,0.001046,0.000928,0.000118,59,849,0,0,13,0,5,1,1,5,0,0,0,6,11,0,0
6e-06,udp,-,INT,2,0,78,0,166666.6608,254,0,52000000.0,0.0,0,0,0.006,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,12,2,2,3,1,5,0,0,0,4,5,0,1
0.036183,udp,-,CON,4,4,528,304,193.46102,31,29,87554.92969,50410.41406,0,0,6.991667,7.681,9.882053,10.856918,0,0,0,0,0.0,0.0,0.0,132,76,0,0,6,0,4,1,1,3,0,0,0,3,5,0,0
9e-06,pnni,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,6,2,3,2,2,8,0,0,0,5,6,0,1
0.463652,tcp,ftp-data,FIN,8,10,364,4660,36.665429,62,252,5504.12793,72364.61719,1,3,66.235998,45.393667,4565.240077,3582.412675,255,1484469778,4273013146,255,0.062742,0.04681,0.015932,46,466,0,0,1,1,2,1,1,2,0,0,0,4,1,0,1
9e-06,sctp,-,INT,2,0,200,0,111111.1072,254,0,88888888.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,5,2,3,3,3,5,0,0,0,5,5,0,1
1.348907,tcp,-,FIN,18,16,1460,703,24.464252,254,252,8178.473633,3914.280273,6,6,79.347471,87.185266,3858.630893,111.247203,255,202939592,697467971,255,0.114502,0.040395,0.074107,81,44,0,0,10,1,2,2,1,2,0,0,0,4,2,0,1
1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,4,2,11,2,1,4,0,0,0,2,5,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,23,2,7,7,7,23,0,0,0,7,23,0,1
2.427392,tcp,ftp,FIN,24,22,1280,1650,18.538415,62,252,4043.846191,5190.756348,7,9,105.538785,112.108759,5516.828209,6441.765027,255,3801244639,2084243322,255,0.103983,0.072376,0.031607,53,75,0,0,1,1,2,1,1,2,1,1,0,2,1,0,1
7e-06,udp,dns,INT,2,0,114,0,142857.1409,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,29,2,13,13,13,29,0,0,0,15,29,0,1
4e-06,udp,dns,INT,2,0,114,0,250000.0006,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,30,30,18,30,0,0,0,31,30,0,1
1.052979,tcp,-,FIN,10,8,1150,354,16.144672,254,252,7863.404785,2355.222656,2,1,116.879889,138.300141,6530.515628,268.771563,255,129445965,2153964721,255,0.144226,0.084869,0.059357,115,44,0,0,4,1,1,1,1,1,0,0,0,3,1,0,1
8e-06,udp,-,INT,2,0,104,0,125000.0003,254,0,52000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,6,2,3,3,1,6,0,0,0,3,6,0,0
0.00283,tcp,ftp-data,FIN,6,8,320,1910,4593.639745,31,29,754770.375,4726502.0,1,2,0.4998,0.329714,27.489311,0.529954,255,3138975239,3142727807,255,0.000656,0.000518,0.000138,53,239,0,0,3,0,5,1,1,5,0,0,0,6,3,0,0
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,33,2,17,16,16,33,0,0,0,16,33,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,20,20,8,40,0,0,0,20,40,0,1
0.017934,tcp,-,FIN,16,18,1540,1644,1840.080282,31,29,644139.625,692762.375,4,4,1.175067,1.028294,72.213159,1.969097,255,2185270250,45598573,255,0.000561,0.000447,0.000114,96,91,0,0,6,0,6,6,1,6,0,0,0,10,6,0,0
0.001603,udp,-,CON,4,4,536,304,4366.812275,31,29,2006238.375,1137866.5,0,0,0.405667,0.208667,0.567336,0.290858,0,0,0,0,0.0,0.0,0.0,134,76,0,0,8,0,8,1,1,4,0,0,0,6,7,0,0
3e-06,sctp,-,INT,2,0,104,0,333333.3215,254,0,138666656.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,1,2,1,1,1,1,0,0,0,2,1,0,1
27.244581,tcp,-,FIN,24,26,2024,4416,1.798523,31,29,569.654541,1247.07373,6,6,1184.532185,1089.756125,140503.9431,4120.34775,255,2704030513,2704402239,255,0.000799,0.000664,0.000135,84,170,0,0,3,0,9,2,1,1,0,0,0,3,5,0,0
0.006102,tcp,-,FIN,22,24,1958,2308,7374.631392,31,29,2450344.25,2900032.75,6,6,0.273571,0.240391,16.752366,14.344513,255,1713409930,3859097174,255,0.000694,0.000564,0.00013,89,96,0,0,7,0,8,2,1,4,0,0,0,2,6,0,0
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,46,2,42,42,24,46,0,0,0,42,46,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,40,2,20,20,8,40,0,0,0,20,40,0,1
9e-06,udp,dns,INT,2,0,114,0,111111.1072,254,0,50666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,17,2,17,16,16,17,0,0,0,16,17,0,1
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,2,2,1,1,1,1,0,0,0,1,1,0,1
47.991306,ospf,-,REQ,54,0,14688,0,1.104367,254,0,2403.101807,0.0,0,0,950.841875,0.0,1150.92525,0.0,0,0,0,0,0.0,0.0,0.0,272,0,0,0,1,6,1,1,1,1,0,0,0,1,1,0,1
2e-06,udp,dns,INT,2,0,114,0,500000.0013,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,15,2,16,15,15,15,0,0,0,15,15,0,1
0.636294,tcp,-,FIN,10,8,534,354,26.717209,254,252,6047.519043,3897.569336,2,1,70.699333,74.817859,3743.144972,144.275688,255,1593733475,1099414055,255,0.138359,0.111703,0.026656,53,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,0
0.004596,tcp,-,FIN,18,18,4136,2456,7615.317549,31,29,6800696.0,4038294.0,7,7,0.251882,0.240706,12.383562,0.313781,255,1640016572,1643210584,255,0.000643,0.000501,0.000142,230,136,0,0,11,0,5,1,1,5,0,0,0,9,9,0,0
0.320665,tcp,-,CON,6,2,978,86,21.829635,62,252,20332.74609,1072.77063,2,1,64.133,0.007,3955.384126,0.0,255,4019935903,1113836537,255,0.27616,0.073693,0.202467,163,43,0,0,5,3,2,2,1,4,0,0,0,3,4,0,0
3e-06,udp,dns,INT,2,0,114,0,333333.3215,254,0,152000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,31,2,25,25,11,31,0,0,0,25,31,0,1
0.000993,udp,dns,CON,2,2,146,178,3021.148054,31,29,588116.8125,717019.125,0,0,0.008,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,6,1,1,2,0,0,0,3,4,0,0
1e-05,udp,dns,INT,2,0,114,0,100000.0025,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,57,0,0,0,30,2,10,10,10,30,0,0,0,11,30,0,1
8e-06,unas,-,INT,2,0,200,0,125000.0003,254,0,100000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,100,0,0,0,3,2,2,2,2,3,0,0,0,2,3,0,1
0.001012,udp,dns,CON,2,2,130,162,2964.426812,31,29,513833.9688,640316.1875,0,0,0.008,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,4,0,5,2,1,3,0,0,0,7,2,0,0
9e-06,udp,-,INT,2,0,168,0,111111.1072,254,0,74666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,84,0,0,0,1,2,1,1,1,1,0,0,0,1,1,0,1
0.844353,tcp,-,FIN,10,8,550,354,20.133759,254,252,4689.981445,2937.160156,2,1,93.817,103.945711,6197.113498,159.152688,255,2710138731,3858145967,255,0.112099,0.075432,0.036667,55,44,0,0,13,1,1,1,1,13,0,0,0,2,13,0,0
1.1e-05,udp,-,INT,2,0,1064,0,90909.0902,254,0,386909088.0,0.0,0,0,0.011,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,13,2,3,3,1,13,0,0,0,3,13,0,0
